Provider,PDF Links,PDF Count,Webpage Links,Webpage Count,All Links,Total Count
BCBS North Carolina,[],0,"[""https://www.bluecrossnc.com/providers/policies-guidelines-codes/commercial/laboratory/updates/preimplantation-genetic-testing"", ""https://www.bluecrossnc.com/providers/policies-guidelines-codes/commercial/laboratory/updates/genetic-testing-for-inherited-cardiomyopathies-and-channelopathies"", ""https://www.bluecrossnc.com/providers/policies-guidelines-codes/commercial/laboratory/notifications/general-genetic-testing-somatic-disorders-notification-01-01-2019"", ""https://www.bluecrossnc.com/providers/policies-guidelines-codes/commercial/laboratory/notifications/genetic-testing-for-cardiac-ion-channelopathies-01-01-19""]",4,"[""https://www.bluecrossnc.com/providers/policies-guidelines-codes/commercial/laboratory/updates/preimplantation-genetic-testing"", ""https://www.bluecrossnc.com/providers/policies-guidelines-codes/commercial/laboratory/updates/genetic-testing-for-inherited-cardiomyopathies-and-channelopathies"", ""https://www.bluecrossnc.com/providers/policies-guidelines-codes/commercial/laboratory/notifications/general-genetic-testing-somatic-disorders-notification-01-01-2019"", ""https://www.bluecrossnc.com/providers/policies-guidelines-codes/commercial/laboratory/notifications/genetic-testing-for-cardiac-ion-channelopathies-01-01-19""]",4
BCBS North Dakota,[],0,"[""https://www.bcbsnd.com/providers/policies-precertification"", ""https://www.bcbsnd.com/providers/policies-precertification/reimbursement-policy/lab-services-general-guidelines"", ""https://www.bcbsnd.com/providers/policies-precertification/medical-policy/c/clinical-trials-2"", ""https://www.bcbsnd.com/providers/news-resources/healthcare-news/medical-policies-available-online-3-28-24"", ""https://www.bcbsnd.com/providers/policies-precertification/medical-policy/a/assisted-reproductive-technology""]",5,"[""https://www.bcbsnd.com/providers/policies-precertification"", ""https://www.bcbsnd.com/providers/policies-precertification/reimbursement-policy/lab-services-general-guidelines"", ""https://www.bcbsnd.com/providers/policies-precertification/medical-policy/c/clinical-trials-2"", ""https://www.bcbsnd.com/providers/news-resources/healthcare-news/medical-policies-available-online-3-28-24"", ""https://www.bcbsnd.com/providers/policies-precertification/medical-policy/a/assisted-reproductive-technology""]",5
BCBS Rhode island,"[""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20Services.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Proprietary%20Laboratory%20Analyses%20(PLA)%20and%20Multianalyte%20Assays%20with%20Algorithmic%20Analyses%20(MAAA).pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Comprehensive%20Genomic%20Profiling%20for%20Selecting%20Targeted%20Cancer%20Therapies.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Assays%20of%20Genetic%20Expression%20in%20Tumor%20Tissue%20as%20a%20Technique%20to%20Determine%20Prognosis%20in%20Patients%20with%20Breast%20Cancer.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20for%20Diagnosis%20and%20Management%20of%20Mental%20Health%20Conditions.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Preimplantation%20Genetic%20Testing.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20for%20Duchenne%20and%20Becker%20Muscular%20Dystrophy.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20for%20Epilepsy.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20for%20Mitochondrial%20Disorders.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Gene%20Expression%20Profile%20Testing%20and%20Circulating%20Tumor%20DNA%20Testing%20for%20Predicting%20Recurrence%20in%20Colon%20Cancer.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Germline%20and%20Somatic%20Biomarker%20Testing%20(Including%20Liquid%20Biopsy)%20for%20Targeted%20Treatment%20and%20Immunotherapy%20in%20Breast%20Cancer.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Next-Generation%20Sequencing%20for%20Solid%20Tumors.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Whole%20Exome%20and%20Whole%20Genome%20Sequencing%20for%20Diagnosis%20of%20Genetic%20Disorders.pdf""]",13,"[""https://www.bcbsri.com/providers/update/policies-related-biomarker-testing-mandate-effective-january-1-2024"", ""https://www.bcbsri.com/providers/update/genetic-testing-services""]",2,"[""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20Services.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Proprietary%20Laboratory%20Analyses%20(PLA)%20and%20Multianalyte%20Assays%20with%20Algorithmic%20Analyses%20(MAAA).pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Comprehensive%20Genomic%20Profiling%20for%20Selecting%20Targeted%20Cancer%20Therapies.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Assays%20of%20Genetic%20Expression%20in%20Tumor%20Tissue%20as%20a%20Technique%20to%20Determine%20Prognosis%20in%20Patients%20with%20Breast%20Cancer.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20for%20Diagnosis%20and%20Management%20of%20Mental%20Health%20Conditions.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Preimplantation%20Genetic%20Testing.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20for%20Duchenne%20and%20Becker%20Muscular%20Dystrophy.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20for%20Epilepsy.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Genetic%20Testing%20for%20Mitochondrial%20Disorders.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Gene%20Expression%20Profile%20Testing%20and%20Circulating%20Tumor%20DNA%20Testing%20for%20Predicting%20Recurrence%20in%20Colon%20Cancer.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Germline%20and%20Somatic%20Biomarker%20Testing%20(Including%20Liquid%20Biopsy)%20for%20Targeted%20Treatment%20and%20Immunotherapy%20in%20Breast%20Cancer.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Next-Generation%20Sequencing%20for%20Solid%20Tumors.pdf"", ""https://www.bcbsri.com/providers/medicalpolicies/Whole%20Exome%20and%20Whole%20Genome%20Sequencing%20for%20Diagnosis%20of%20Genetic%20Disorders.pdf"", ""https://www.bcbsri.com/providers/update/policies-related-biomarker-testing-mandate-effective-january-1-2024"", ""https://www.bcbsri.com/providers/update/genetic-testing-services""]",15
BCBS South Carolina,[],0,"[""https://www.southcarolinablues.com/web/public/brands/medicalpolicy/external-policies/genetic-testing-for-breast-ovarian-pancreatic-and-prostate-cancers/"", ""https://employer.southcarolinablues.com/web/public/brands/medicalpolicyhb/external-policies/preimplantation-genetic-testing/"", ""https://statesc.southcarolinablues.com/web/public/brands/medicalpolicyhb/external-policies/genetic-testing-for-cystic-fibrosis/""]",3,"[""https://www.southcarolinablues.com/web/public/brands/medicalpolicy/external-policies/genetic-testing-for-breast-ovarian-pancreatic-and-prostate-cancers/"", ""https://employer.southcarolinablues.com/web/public/brands/medicalpolicyhb/external-policies/preimplantation-genetic-testing/"", ""https://statesc.southcarolinablues.com/web/public/brands/medicalpolicyhb/external-policies/genetic-testing-for-cystic-fibrosis/""]",3
BCBS Texas,[],0,"[""https://www.bcbstx.com/provider/standards/update_to_pac_for_commercial_members.html"", ""https://member.bcbstx.com/provider/medicaid/update_to_prior_auth_codes_medicaid_members.html"", ""https://www.bcbstx.com/provider/education/education/news/2019-archive/07-10-2019-correction-new-gen-testing-rev-sleep-stdy-prior-auth-req-heb-partners-bl-choice-ppo"", ""https://www.bcbstx.com/provider/education/education/news/2020-archive/11-23-2020-medicare-cancer-benefit"", ""https://t.bcbstx.com/provider/standards/heb-pa-07312019.html""]",5,"[""https://www.bcbstx.com/provider/standards/update_to_pac_for_commercial_members.html"", ""https://member.bcbstx.com/provider/medicaid/update_to_prior_auth_codes_medicaid_members.html"", ""https://www.bcbstx.com/provider/education/education/news/2019-archive/07-10-2019-correction-new-gen-testing-rev-sleep-stdy-prior-auth-req-heb-partners-bl-choice-ppo"", ""https://www.bcbstx.com/provider/education/education/news/2020-archive/11-23-2020-medicare-cancer-benefit"", ""https://t.bcbstx.com/provider/standards/heb-pa-07312019.html""]",5
BCBS Vermont,"[""https://www.bluecrossvt.org/sites/default/files/2025-02/Genetic%20Testing%20Medical%20Policy%20%28Eff.%2003-01-25%29.pdf""]",1,"[""https://www.bluecrossvt.org/providers/provider-policies""]",1,"[""https://www.bluecrossvt.org/sites/default/files/2025-02/Genetic%20Testing%20Medical%20Policy%20%28Eff.%2003-01-25%29.pdf"", ""https://www.bluecrossvt.org/providers/provider-policies""]",2
Blue Care Network HMO,"[""https://www.bcbsm.com/content/dam/microsites/corpcomm/provider/the_record/2021/oct/Record_01021v.pdf"", ""https://www.bcbsm.com/content/dam/public/Providers/Documents/MedicalPolicies/Genetic-Testing-and-Counseling.pdf""]",2,"[""https://ereferrals.bcbsm.com/bcn/news/bcn-news-205.shtml""]",1,"[""https://www.bcbsm.com/content/dam/microsites/corpcomm/provider/the_record/2021/oct/Record_01021v.pdf"", ""https://www.bcbsm.com/content/dam/public/Providers/Documents/MedicalPolicies/Genetic-Testing-and-Counseling.pdf"", ""https://ereferrals.bcbsm.com/bcn/news/bcn-news-205.shtml""]",3
Blue Cross Complete of Michigan,[],0,[],0,[],0
Brighton Health Network,[],0,[],0,[],0
BS California,"[""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Eye_Disorders.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_General_Approach_to_Genetic_and_Molecular_Testing.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Immune_Autoimmune_and_Rheumatoid_Disorders.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Lung_Disorders.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Skeletal_Dysplasia_and_Rare_Bone_Disorders.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Oncology_Cytogenetic_Testing.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_for_Hereditary_Hemochromatosis.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_for_Limb-Girdle_Muscular_Dystrophies.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Non-Invasive_Prenatal_Screening_NIPS_Non-Invasive_Prenatal_Testing_NIPT.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Preimplantation_Genetic_Testing.pdf""]",10,"[""https://www.blueshieldca.com/en/provider/authorizations/policy-medical/updates-prior""]",1,"[""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Eye_Disorders.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_General_Approach_to_Genetic_and_Molecular_Testing.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Immune_Autoimmune_and_Rheumatoid_Disorders.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Lung_Disorders.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Skeletal_Dysplasia_and_Rare_Bone_Disorders.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Oncology_Cytogenetic_Testing.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_for_Hereditary_Hemochromatosis.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_for_Limb-Girdle_Muscular_Dystrophies.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Non-Invasive_Prenatal_Screening_NIPS_Non-Invasive_Prenatal_Testing_NIPT.pdf"", ""https://www.blueshieldca.com/bsca/bsc/public/common/PortalComponents/provider/StreamDocumentServlet?fileName=Genetic_Testing_Preimplantation_Genetic_Testing.pdf"", ""https://www.blueshieldca.com/en/provider/authorizations/policy-medical/updates-prior""]",11
BS California Promise Health Plan,[],0,"[""https://www.blueshieldca.com/en/provider/authorizations/policy-medical/updates-prior""]",1,"[""https://www.blueshieldca.com/en/provider/authorizations/policy-medical/updates-prior""]",1
California Medicaid,[],0,"[""https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202320240AB425"", ""https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB114"", ""https://www.cdph.ca.gov/Programs/CFH/DGDS/Pages/pns/About.aspx"", ""https://www.dhcs.ca.gov/services/ghpp/Pages/MedicalEligibility.aspx""]",4,"[""https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202320240AB425"", ""https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB114"", ""https://www.cdph.ca.gov/Programs/CFH/DGDS/Pages/pns/About.aspx"", ""https://www.dhcs.ca.gov/services/ghpp/Pages/MedicalEligibility.aspx""]",4
CalOptima,"[""https://www.caloptima.org/~/media/Files/CalOptimaOrg/508/ProviderManual/2025/CalOptima_Provider_Manual_2025.pdf"", ""https://www.caloptima.org/~/media/Files/CalOptimaOrg/508/MemberHandbook/2025/CalOptima_Member_Handbook_2025.pdf""]",2,"[""https://www.caloptima.org/en/ForProviders/ManualsPoliciesandGuidelines/MedicalPolicies.aspx"", ""https://www.caloptima.org/en/ForProviders/ManualsPoliciesandGuidelines/PharmacyPolicies.aspx""]",2,"[""https://www.caloptima.org/~/media/Files/CalOptimaOrg/508/ProviderManual/2025/CalOptima_Provider_Manual_2025.pdf"", ""https://www.caloptima.org/~/media/Files/CalOptimaOrg/508/MemberHandbook/2025/CalOptima_Member_Handbook_2025.pdf"", ""https://www.caloptima.org/en/ForProviders/ManualsPoliciesandGuidelines/MedicalPolicies.aspx"", ""https://www.caloptima.org/en/ForProviders/ManualsPoliciesandGuidelines/PharmacyPolicies.aspx""]",4
Capital BC,[],0,[],0,[],0
Capital Health Plan,[],0,"[""https://www2.capitalhealth.com/providers/medicare-criteria"", ""https://www2.capitalhealth.com/providers/commercial-criteria"", ""https://www2.capitalhealth.com/medicare/referrals-and-authorizations"", ""https://www2.capitalhealth.com/members/items-and-services-requiring-prior-authorizations""]",4,"[""https://www2.capitalhealth.com/providers/medicare-criteria"", ""https://www2.capitalhealth.com/providers/commercial-criteria"", ""https://www2.capitalhealth.com/medicare/referrals-and-authorizations"", ""https://www2.capitalhealth.com/members/items-and-services-requiring-prior-authorizations""]",4
CareFirst BCBS,"[""https://member.carefirst.com/members/mandates-policies/prior-authorization.page"", ""https://individual.carefirst.com/individuals-families/mandates-policies/prior-authorization.page""]",2,"[""https://provider.carefirst.com/providers/news/2022/11/updates-to-carefirsts-genetic-testing-medical-policy/"", ""https://provider.carefirst.com/providers/news/2019/02/take-action-before-ordering-genetic-tests/"", ""https://individual.carefirst.com/individuals-families/news/2018/11/prior-authorization-requirement-for-genetic-tests/""]",3,"[""https://member.carefirst.com/members/mandates-policies/prior-authorization.page"", ""https://individual.carefirst.com/individuals-families/mandates-policies/prior-authorization.page"", ""https://provider.carefirst.com/providers/news/2022/11/updates-to-carefirsts-genetic-testing-medical-policy/"", ""https://provider.carefirst.com/providers/news/2019/02/take-action-before-ordering-genetic-tests/"", ""https://individual.carefirst.com/individuals-families/news/2018/11/prior-authorization-requirement-for-genetic-tests/""]",5
CareSource Georgia,[],0,"[""https://www.avalonhcs.com/caresource-georgia-medicaid-laboratory-testing-policies/"", ""https://www.avalonhcs.com/caresource-georgia-marketplace-laboratory-testing-policies/"", ""https://prism.avalonhcs.com/caresource-georgia-dsnp-laboratory-testing-policies/"", ""https://www.caresource.com/ga/providers/tools-resources/health-partner-policies/medical-policies/medicaid/"", ""https://www.caresource.com/ga/providers/tools-resources/health-partner-policies/medical-policies/dsnp/""]",5,"[""https://www.avalonhcs.com/caresource-georgia-medicaid-laboratory-testing-policies/"", ""https://www.avalonhcs.com/caresource-georgia-marketplace-laboratory-testing-policies/"", ""https://prism.avalonhcs.com/caresource-georgia-dsnp-laboratory-testing-policies/"", ""https://www.caresource.com/ga/providers/tools-resources/health-partner-policies/medical-policies/medicaid/"", ""https://www.caresource.com/ga/providers/tools-resources/health-partner-policies/medical-policies/dsnp/""]",5
